path,question,gt_answer,pred_answer,is_correct
e7/e7790be4.jpg,What item is visible?,Bulb,phone,False
e7/e7790be4.jpg,What is its shape?,Glass,round,False
e7/e7790be4.jpg,What is its color?,Clear,white,False
42/42711cf5.jpg,What is in the image?,Can,remote,False
42/42711cf5.jpg,What color is it?,Pink,white,False
42/42711cf5.jpg,How many?,Twelve,1,False
7f/7f52f0ad.jpg,What is in the image?,Drawer,microwave,False
7f/7f52f0ad.jpg,What color is it?,White,white,True
7f/7f52f0ad.jpg,How many are shown?,One,1,True
43/4323cfbb.jpg,What is in the image?,Handle,man,False
43/4323cfbb.jpg,What color is it?,Black,black,True
43/4323cfbb.jpg,What shape is it?,Square,rectangle,False
10/1041934c.jpg,What is in the image?,Pan,man,False
10/1041934c.jpg,What color is it?,Steel,black,False
10/1041934c.jpg,What is the handle made of?,Metal,metal,True
a3/a3132c0d.jpg,What item is visible?,Raisins,remote,False
a3/a3132c0d.jpg,What color are they?,Brown,white,False
a3/a3132c0d.jpg,What is the packaging?,Bag,cardboard,False
71/71ea22d7.jpg,What is depicted?,Peeler,light,False
71/71ea22d7.jpg,What color is the handle?,Green,white,False
71/71ea22d7.jpg,What is the primary color?,Grey,white,False
9d/9d0d49d0.jpg,What is in the image?,Bulb,light,False
9d/9d0d49d0.jpg,What shape is it?,Round,round,True
9d/9d0d49d0.jpg,What color is it?,White,black and white,False
fa/fad382fa.jpg,What is depicted?,Glass,wine glass,False
fa/fad382fa.jpg,What is its color?,Clear,clear,True
fa/fad382fa.jpg,What is it made of?,Plastic,glass,False
ba/babb35db.jpg,What is in the image?,Salsa,food,False
ba/babb35db.jpg,What color is it?,Green,green,True
ba/babb35db.jpg,What shape is the container?,Round,round,True
28/282f1def.jpg,What is in the image?,Bag,sign,False
28/282f1def.jpg,What color is the bag?,White,white,True
28/282f1def.jpg,What is inside?,Blueberries,man,False
38/382328e6.jpg,What is in the image?,Bottle,phone,False
38/382328e6.jpg,What color is the bottle?,Brown,blue,False
38/382328e6.jpg,What is the bottle holding?,Capsules,scissors,False
16/161021b3.jpg,What is depicted?,Foil,light,False
16/161021b3.jpg,What color is it?,Silver,black,False
16/161021b3.jpg,What is its shape?,Roll,square,False
86/86c84831.jpg,What is in the image?,Pan,man,False
86/86c84831.jpg,What color is it?,Black,black,True
86/86c84831.jpg,What is its shape?,Round,circle,False
5b/5b77b8f6.jpg,What is in the image?,Marker,remote,False
5b/5b77b8f6.jpg,What color is it?,Black,white,False
5b/5b77b8f6.jpg,What is its shape?,Cylinder,rectangle,False
68/682113ff.jpg,What is in the image?,Bulb,toilet,False
68/682113ff.jpg,What color is it?,White,black,False
68/682113ff.jpg,What is its shape?,Round,round,True
98/983c926b.jpg,What is in the image?,Container,phone,False
98/983c926b.jpg,What color is the container?,Clear,white,False
98/983c926b.jpg,What is inside?,Cleaner,nothing,False
5c/5c63e516.jpg,What is shown?,Glass,glass,True
5c/5c63e516.jpg,What color is it?,Clear,black,False
5c/5c63e516.jpg,What is its shape?,Cylinder,rectangle,False
20/20148061.jpg,What is in the image?,Slicer,man,False
20/20148061.jpg,What color is it?,White,white,True
20/20148061.jpg,What shape is the base?,Round,square,False
9a/9a0b51da.jpg,What is in the image?,Bulb,light,False
9a/9a0b51da.jpg,What color is it?,White,black,False
9a/9a0b51da.jpg,What shape is it?,Round,round,True
af/afeb66c0.jpg,What item is visible?,Blender,plunger,False
af/afeb66c0.jpg,What is the primary color?,Red,red,True
af/afeb66c0.jpg,What shape is the handle?,Curved,rectangle,False
cf/cf34487f.jpg,What is in the image?,Labels,scale,False
cf/cf34487f.jpg,What color are the labels?,White,white,True
cf/cf34487f.jpg,What is the shape of the item?,Rectangle,rectangle,True
12/1253561d.jpg,What is in the image?,Prunes,clock,False
12/1253561d.jpg,What color are they?,Dark,white,False
12/1253561d.jpg,What is the shape?,Oval,rectangle,False
a0/a0db302a.jpg,What is shown?,Ingredients,keyboard,False
a0/a0db302a.jpg,What word is in bold?,Ingredients,stop,False
a0/a0db302a.jpg,What type of tea is listed?,Green,coffee,False
2b/2b62b9df.jpg,What is pictured?,Bulb,light,False
2b/2b62b9df.jpg,What color is it?,Blue,yellow,False
2b/2b62b9df.jpg,How many are shown?,One,1,True
a4/a432bc66.jpg,What is in the image?,Salt,microwave,False
a4/a432bc66.jpg,What color is the salt?,Pink,white,False
a4/a432bc66.jpg,What is the bag made of?,Plastic,plastic,True
3d/3d10fd30.jpg,What is in the image?,Dispenser,urinal,False
3d/3d10fd30.jpg,What color is it?,White,white,True
3d/3d10fd30.jpg,Is it transparent?,Yes,yes,True
a5/a57d10a3.jpg,What is depicted?,Holder,scale,False
a5/a57d10a3.jpg,What color is it?,White,black,False
a5/a57d10a3.jpg,What is its shape?,Cone,rectangle,False
46/46a2ede6.jpg,What is pictured?,Chair,pen,False
46/46a2ede6.jpg,What color is the seat?,Black,black,True
46/46a2ede6.jpg,What color are the legs?,Wood,orange,False
8a/8a412663.jpg,What is in the image?,Holder,laptop,False
8a/8a412663.jpg,What color is the bottom?,Pink,green,False
8a/8a412663.jpg,What is the primary color?,White,white,True
3b/3b968019.jpg,What is depicted?,Bulb,scissors,False
3b/3b968019.jpg,What color is it?,White,white,True
3b/3b968019.jpg,What is its shape?,Teardrop,triangle,False
25/25cd1cf0.jpg,What is depicted?,Glass,glass,True
25/25cd1cf0.jpg,What is its color?,Clear,clear,True
25/25cd1cf0.jpg,What is its shape?,Cylinder,rectangle,False
b5/b5136328.jpg,What is in the image?,box,book,False
b5/b5136328.jpg,What color is the box?,Green,green,True
b5/b5136328.jpg,How many boxes are shown?,One,1,True
2b/2bff80c5.jpg,What is depicted?,Device,sign,False
2b/2bff80c5.jpg,What color is it?,Black,white,False
2b/2bff80c5.jpg,What is its shape?,Rectangular,rectangle,False
06/06582a57.jpg,What is in the image?,Raisins,sign,False
06/06582a57.jpg,What color are they?,Brown,white,False
06/06582a57.jpg,What shape is the bag?,Square,square,True
0c/0c2abe90.jpg,What is shown?,Ingredients,frisbee,False
0c/0c2abe90.jpg,What color is the background?,Purple,green,False
0c/0c2abe90.jpg,What is listed?,Salt,food,False
96/96610668.jpg,What is depicted?,Pen,sign,False
96/96610668.jpg,What color is the tip?,Red,red,True
96/96610668.jpg,How many pens are shown?,One,0,False
2d/2d09ff77.jpg,What item is visible?,House,suitcase,False
2d/2d09ff77.jpg,What color is it?,Beige,white,False
2d/2d09ff77.jpg,What shape is it?,House,square,False
17/17c00fb4.jpg,What is in the image?,Bulb,light,False
17/17c00fb4.jpg,What color is it?,White,black,False
17/17c00fb4.jpg,What is its shape?,Round,round,True
b4/b4dd4570.jpg,What is in the image?,Kadai,man,False
b4/b4dd4570.jpg,What color is it?,Black,black,True
b4/b4dd4570.jpg,What shape is it?,Round,round,True
23/23d8b8cf.jpg,What is in the image?,Puff,banana,False
23/23d8b8cf.jpg,What color is it?,Orange,yellow,False
23/23d8b8cf.jpg,What shape is it?,Curve,circle,False
ee/eef698a8.jpg,What is depicted?,Cup,cup,True
ee/eef698a8.jpg,What color is it?,White,black,False
ee/eef698a8.jpg,What is it made of?,Paper,plastic,False
92/92ce6bd6.jpg,What is pictured?,Handle,man,False
92/92ce6bd6.jpg,What color is it?,Black,black,True
92/92ce6bd6.jpg,What shape is it?,Bar,rectangle,False
7d/7db847b1.jpg,What is in the image?,Basket,man,False
7d/7db847b1.jpg,What color is it?,Beige,blue,False
7d/7db847b1.jpg,What is its shape?,Cylinder,rectangle,False
34/34037d73.jpg,What is in the image?,Drawers,scale,False
34/34037d73.jpg,What color are they?,White,white,True
34/34037d73.jpg,How many are shown?,Three,1,False
5d/5d791a09.jpg,What is in the image?,Table,kite,False
5d/5d791a09.jpg,What color is it?,Merlot,blue,False
5d/5d791a09.jpg,What is its shape?,Rectangular,circle,False
78/784b58df.jpg,What is depicted?,Bottle,bottle,True
78/784b58df.jpg,What color is the bottle?,Purple,green,False
78/784b58df.jpg,What's the container's shape?,Cylinder,rectangle,False
38/38f1096b.jpg,What is shown?,Peeler,scale,False
38/38f1096b.jpg,What color is the handle?,Green,green,True
38/38f1096b.jpg,What is the blade type?,Straight,metal,False
82/8241ff50.jpg,What is in the image?,Marker,toothbrush,False
82/8241ff50.jpg,What color is the marker?,Red,red,True
82/8241ff50.jpg,What is the shape?,Cylinder,rectangle,False
ca/ca01cb6b.jpg,What is shown?,Light,phone,False
ca/ca01cb6b.jpg,What color is it?,White,black,False
ca/ca01cb6b.jpg,What shape is it?,Square,square,True
a6/a6423b42.jpg,What is shown?,Pen,glass,False
a6/a6423b42.jpg,What color is it?,Black,white,False
a6/a6423b42.jpg,What is the tip made of?,Metal,glass,False
7e/7ee6a1c1.jpg,What is shown?,Meter,wii,False
7e/7ee6a1c1.jpg,What color is it?,Black,white,False
7e/7ee6a1c1.jpg,What is attached?,Cord,wii,False
4d/4de92701.jpg,What is depicted?,Duster,parking meter,False
4d/4de92701.jpg,What color is the handle?,Blue,white,False
4d/4de92701.jpg,What is the head's shape?,Oval,round,False
a2/a2a2eeb5.jpg,What is depicted?,Glass,nothing,False
a2/a2a2eeb5.jpg,What is its transparency?,Clear,clear,True
a2/a2a2eeb5.jpg,What is the cup's shape?,Cylinder,rectangle,False
02/02608462.jpg,What is in the image?,Tawa,man,False
02/02608462.jpg,What color is it?,Black,black,True
02/02608462.jpg,What is its shape?,Round,circle,False
cf/cf53dcef.jpg,What is in the image?,Sheets,man,False
cf/cf53dcef.jpg,What color are the sheets?,White,white,True
cf/cf53dcef.jpg,What shape are the sheets?,Rectangular,rectangle,False
f3/f364f6d4.jpg,What is depicted?,Foil,scale,False
f3/f364f6d4.jpg,What color is the box?,Blue,white,False
f3/f364f6d4.jpg,What is the box's shape?,Rectangle,square,False
11/11160dbc.jpg,What is in the image?,tube,toothbrush,False
11/11160dbc.jpg,What color is it?,Teal,orange,False
11/11160dbc.jpg,What is the container made of?,Plastic,plastic,True
20/2020a01e.jpg,What is depicted?,Bulb,sign,False
20/2020a01e.jpg,What color is it?,White,white,True
20/2020a01e.jpg,What is its shape?,Round,square,False
01/01c6de79.jpg,What is shown in the image?,Ingredients,sign,False
01/01c6de79.jpg,What color is the text?,Black,black,True
01/01c6de79.jpg,What is the text about?,Spinach,nature,False
18/18913436.jpg,What is depicted?,Sheets,knife,False
18/18913436.jpg,What color are the sheets?,White,white,True
18/18913436.jpg,What is the apparent texture?,Smooth,smooth,True
6a/6a2372b2.jpg,What is shown?,Cups,bowl,False
6a/6a2372b2.jpg,What color are they?,Pink,white,False
6a/6a2372b2.jpg,What are they made of?,Silicone,plastic,False
aa/aa0af08d.jpg,What is shown?,Ingredients,toilet,False
aa/aa0af08d.jpg,What word is shown first?,Ingredients,happy,False
aa/aa0af08d.jpg,What is the key ingredient?,Chamomile,metal,False
49/498da308.jpg,What is in the image?,Filter,toilet,False
49/498da308.jpg,What color is it?,White,black,False
49/498da308.jpg,What shape is it?,Cylinder,square,False
d5/d5b66c1c.jpg,What is in the image?,Kadai,man,False
d5/d5b66c1c.jpg,What color is it?,Black,black,True
d5/d5b66c1c.jpg,What is its shape?,Round,round,True
7e/7ec56712.jpg,What is the main item?,Stone,phone,False
7e/7ec56712.jpg,What color is it?,Pink,blue,False
7e/7ec56712.jpg,What is the base made of?,Bamboo,glass,False
0b/0bca775c.jpg,What is in the image?,Container,microwave,False
0b/0bca775c.jpg,What color is it?,White,black,False
0b/0bca775c.jpg,How many are shown?,One,1,True
23/231a737f.jpg,What is depicted?,Duster,clock,False
23/231a737f.jpg,What color is the handle?,Blue,white,False
23/231a737f.jpg,What is the head made of?,Microfiber,metal,False
b5/b536e9cc.jpg,What is in the image?,Grater,remote,False
b5/b536e9cc.jpg,What color is the handle?,Black,white,False
b5/b536e9cc.jpg,What is the grater made of?,Metal,metal,True
37/37323196.jpg,What is in the image?,Foil,man,False
37/37323196.jpg,What color is it?,Silver,black,False
37/37323196.jpg,What is it made of?,Aluminum,wood,False
1f/1f325e53.jpg,What is in the image?,Boxes,phone,False
1f/1f325e53.jpg,What color is the lid?,Blue,black,False
1f/1f325e53.jpg,How many boxes are shown?,Four,1,False
90/90cad270.jpg,What is depicted?,Clip,remote,False
90/90cad270.jpg,What color are they?,Silver,white,False
90/90cad270.jpg,What is the object's shape?,Oval,circle,False
15/1590a077.jpg,What is in the image?,Container,sink,False
15/1590a077.jpg,What color is the lid?,Blue,yellow,False
15/1590a077.jpg,What is the container made of?,Plastic,ceramic,False
38/3855f2df.jpg,What is in the image?,Binder,tie,False
38/3855f2df.jpg,What color is it?,Blue,yellow,False
38/3855f2df.jpg,How many are shown?,One,1,True
89/8995c94a.jpg,What is depicted?,Binder,tie,False
89/8995c94a.jpg,What color is it?,Green,purple,False
89/8995c94a.jpg,How many are shown?,One,1,True
37/37229ca3.jpg,What is in the image?,Container,coffee,False
37/37229ca3.jpg,What color is it?,Yellow,white,False
37/37229ca3.jpg,What is the container made of?,Plastic,plastic,True
b3/b35bc449.jpg,What is in the image?,Multimeter,sign,False
b3/b35bc449.jpg,What color is it?,Black,white,False
b3/b35bc449.jpg,What is attached?,Leads,remote,False
fc/fc472806.jpg,What is shown?,Highlighter,toothbrush,False
fc/fc472806.jpg,What color is it?,Green,pink,False
fc/fc472806.jpg,What is the cap?,Black,toothbrush,False
58/58e3fcad.jpg,What item is visible?,Glass,glass,True
58/58e3fcad.jpg,What is the primary color?,Clear,black,False
58/58e3fcad.jpg,How many items are present?,One,1,True
d9/d96d1404.jpg,What is in the image?,Container,man,False
d9/d96d1404.jpg,What color is it?,White,black,False
d9/d96d1404.jpg,What shape is the container?,Square,square,True
99/99c593ba.jpg,What is in the image?,Lights,moon,False
99/99c593ba.jpg,What color are the lights?,Copper,white,False
99/99c593ba.jpg,What shape is the light?,Circle,round,False
15/1578f24f.jpg,What is in the image?,Tray,phone,False
15/1578f24f.jpg,What color is it?,White,black,False
15/1578f24f.jpg,What shape is it?,Rectangular,rectangle,False
37/37581ec3.jpg,What is in the image?,Binder,tie,False
37/37581ec3.jpg,What color is it?,Red,red,True
37/37581ec3.jpg,How many are shown?,One,1,True
33/33941b87.jpg,What is in the image?,Bulb,remote,False
33/33941b87.jpg,What color is it?,White,black,False
33/33941b87.jpg,What is its shape?,Candle,triangle,False
69/6991ece8.jpg,What is depicted?,Bulb,light,False
69/6991ece8.jpg,What is its color?,Clear,blue,False
69/6991ece8.jpg,What is its shape?,Round,round,True
50/5022586f.jpg,What is depicted?,Rack,sign,False
50/5022586f.jpg,What color is it?,Black,white,False
50/5022586f.jpg,How many layers?,Three,3,True
0e/0e00b1c1.jpg,What is in the image?,Soap,wall,False
0e/0e00b1c1.jpg,What color is it?,Beige,blue,False
0e/0e00b1c1.jpg,What is its texture?,Oily,soft,False
79/79f94c21.jpg,What is in the image?,Wood,cat,False
79/79f94c21.jpg,What color is it?,Brown,brown,True
79/79f94c21.jpg,What is the texture?,Wood,smooth,False
2c/2c195660.jpg,What is pictured?,Bulb,kite,False
2c/2c195660.jpg,What color is it?,White,white,True
2c/2c195660.jpg,What is its shape?,Cone,rectangle,False
03/03275353.jpg,What is in the image?,Lights,moon,False
03/03275353.jpg,What color are the lights?,Copper,white,False
03/03275353.jpg,What is the shape?,Circle,circle,True
12/12932fb6.jpg,What is shown?,Bulb,clock,False
12/12932fb6.jpg,What color is it?,White,white,True
12/12932fb6.jpg,What shape is it?,Round,round,True
a8/a8ba6d27.jpg,What is in the image?,Cup,camera,False
a8/a8ba6d27.jpg,What color is it?,White,black,False
a8/a8ba6d27.jpg,What is its shape?,Round,round,True
41/415cd617.jpg,What is shown?,Box,man,False
41/415cd617.jpg,What color is it?,White,black,False
41/415cd617.jpg,What is its shape?,Rectangular,square,False
1c/1cd4f1fd.jpg,What is in the image?,Sticks,sign,False
1c/1cd4f1fd.jpg,What color is the packaging?,Green,white,False
1c/1cd4f1fd.jpg,What is the packaging shape?,Rectangular,square,False
c4/c4243c04.jpg,What is in the image?,Jars,man,False
c4/c4243c04.jpg,What is the primary color?,Clear,black,False
c4/c4243c04.jpg,What is it made of?,Glass,wood,False
60/60822bf7.jpg,What is in the image?,Cheese,wii,False
60/60822bf7.jpg,What color is the cheese?,Orange,white,False
60/60822bf7.jpg,What shape is the package?,Rectangle,square,False
e2/e273609b.jpg,What is in the image?,Massager,moon,False
e2/e273609b.jpg,What color is it?,White,white,True
e2/e273609b.jpg,What is the shape?,Curved,circle,False
8b/8b866b74.jpg,What is shown?,Fork,fork,True
8b/8b866b74.jpg,What color is it?,White,black,False
8b/8b866b74.jpg,What is it made of?,Plastic,metal,False
75/750689f2.jpg,What is in the image?,Bulb,glass,False
75/750689f2.jpg,What shape is it?,Cone,triangle,False
75/750689f2.jpg,What is its primary color?,White,black,False
f6/f6fc6f0c.jpg,What is in the image?,Chair,chair,True
f6/f6fc6f0c.jpg,What color is it?,Brown,black,False
f6/f6fc6f0c.jpg,How many are shown?,One,1,True
c3/c3abe748.jpg,What is depicted?,Folder,microwave,False
c3/c3abe748.jpg,What color is it?,Black,white,False
c3/c3abe748.jpg,What is its shape?,Rectangle,rectangle,True
9a/9ad51c69.jpg,What is in the image?,Table,refrigerator,False
9a/9ad51c69.jpg,What color is it?,White,white,True
9a/9ad51c69.jpg,What is the shape?,Rectangular,square,False
20/20c0fec5.jpg,What is in the image?,Tampons,sign,False
20/20c0fec5.jpg,What color are they?,Yellow,blue,False
20/20c0fec5.jpg,How many are there?,Five,1,False
c5/c5395f43.jpg,What is in the image?,Cheese,phone,False
c5/c5395f43.jpg,What color is the container?,White,white,True
c5/c5395f43.jpg,What is the cheese?,Blue,mozzarella,False
34/34e966af.jpg,What is depicted?,Bin,tv,False
34/34e966af.jpg,What color is it?,Silver,black,False
34/34e966af.jpg,What shape is the bin?,Rectangular,rectangle,False
f0/f0474d30.jpg,What is in the image?,Brush,mirror,False
f0/f0474d30.jpg,What color is the handle?,Black,white,False
f0/f0474d30.jpg,What is the brush made of?,Bristles,plastic,False
09/0904e315.jpg,What is in the image?,Bulb,wine glass,False
09/0904e315.jpg,What color is it?,White,black,False
09/0904e315.jpg,What shape is it?,Round,round,True
d8/d82ee6b7.jpg,What is depicted?,Pitcher,bottle,False
d8/d82ee6b7.jpg,What color is it?,Clear,black and white,False
d8/d82ee6b7.jpg,What is its shape?,Bottle,triangle,False
62/6241d730.jpg,What is in the image?,Container,remote,False
62/6241d730.jpg,What color is the container?,Red,white,False
62/6241d730.jpg,What is the container made of?,Metal,plastic,False
7c/7c6484e6.jpg,What is in the image?,Stapler,knife,False
7c/7c6484e6.jpg,What color is it?,Black,black,True
7c/7c6484e6.jpg,What is its shape?,Rectangular,rectangle,False
fc/fc159fae.jpg,What is in the image?,Brush,flower,False
fc/fc159fae.jpg,What color is the handle?,Green,green,True
fc/fc159fae.jpg,How many brushes are shown?,One,1,True
f1/f1bb760e.jpg,What is depicted?,Pencil,sign,False
f1/f1bb760e.jpg,What color is it?,Red,white,False
f1/f1bb760e.jpg,How many are shown?,One,1,True
6c/6c2d2060.jpg,What is in the image?,Battery,remote,False
6c/6c2d2060.jpg,What color is it?,Silver,black,False
6c/6c2d2060.jpg,How many are shown?,One,1,True
7d/7d45b927.jpg,What is in the image?,Stone,book,False
7d/7d45b927.jpg,What color is it?,Gray,purple,False
7d/7d45b927.jpg,What is it sitting on?,Hand,table,False
4d/4dd06ca2.jpg,What is in the image?,Bulb,wine glass,False
4d/4dd06ca2.jpg,What is the shape?,Round,round,True
4d/4dd06ca2.jpg,What color is it?,White,black,False
55/55d6744e.jpg,What is in the image?,bar,wire,False
55/55d6744e.jpg,What color is it?,silver,black,False
55/55d6744e.jpg,What is it made of?,metal,metal,True
57/5708e5c8.jpg,What is depicted?,Chair,man,False
57/5708e5c8.jpg,What color is it?,Beige,blue,False
57/5708e5c8.jpg,How many chairs are shown?,One,1,True
99/9977f64f.jpg,What is in the image?,Crisp,wii remote,False
99/9977f64f.jpg,What color is it?,Green,yellow,False
99/9977f64f.jpg,What shape is it?,Rectangle,rectangle,True
8b/8b486736.jpg,What is in the image?,Cleaner,phone,False
8b/8b486736.jpg,What color is the packaging?,Yellow,blue,False
8b/8b486736.jpg,What shape is the package?,Packet,square,False
1e/1e5d2875.jpg,What is in the image?,Filter,vase,False
1e/1e5d2875.jpg,What color is it?,White,black,False
1e/1e5d2875.jpg,How many are shown?,One,1,True
c5/c5a62239.jpg,What's pictured?,Marker,knife,False
c5/c5a62239.jpg,What color is it?,Orange,red,False
c5/c5a62239.jpg,What's the tip like?,Chisel,red,False
1e/1e9d9f4e.jpg,What is in the image?,Chair,toilet,False
1e/1e9d9f4e.jpg,What color is it?,White,white,True
1e/1e9d9f4e.jpg,How many chairs are shown?,One,1,True
30/30ec4819.jpg,What is shown?,Chip,remote,False
30/30ec4819.jpg,What color is it?,Yellow,blue,False
30/30ec4819.jpg,What shape is it?,Oval,circle,False
5d/5d92fb16.jpg,What is pictured?,Bottle,coffee,False
5d/5d92fb16.jpg,What color is the bottle?,White,white,True
5d/5d92fb16.jpg,What shape is the bottle?,Cylinder,rectangle,False
10/1070ccc2.jpg,What is depicted?,Pacifier,camera,False
10/1070ccc2.jpg,What color is it?,Green,blue,False
10/1070ccc2.jpg,How many are shown?,One,1,True
62/62aaf87a.jpg,What is depicted?,Glass,cup,False
62/62aaf87a.jpg,What is the cup's primary color?,Clear,white,False
62/62aaf87a.jpg,What material is shown?,Glass,glass,True
7e/7e63da06.jpg,What is depicted?,Cover,sign,False
7e/7e63da06.jpg,What color is it?,Black,white,False
7e/7e63da06.jpg,What is its shape?,Cuboid,rectangle,False
c4/c4d9b0bf.jpg,What is in the image?,Table,wood,False
c4/c4d9b0bf.jpg,What shape is the top?,Round,round,True
c4/c4d9b0bf.jpg,What color is it?,Oak,brown,False
5d/5d4d3e4b.jpg,What is depicted in the image?,Box,man,False
5d/5d4d3e4b.jpg,What color is the box?,White,white,True
5d/5d4d3e4b.jpg,What is the box made of?,Cardboard,metal,False
25/253f5e24.jpg,What is shown?,Okra,sign,False
25/253f5e24.jpg,What color is the text?,Black,black,True
