path,question,gt_answer,pred_answer,is_correct
78/784b58df.jpg,What's the container's shape?,Cylinder,square,False
38/38f1096b.jpg,What is shown?,Peeler,hand,False
38/38f1096b.jpg,What color is the handle?,Green,green,True
38/38f1096b.jpg,What is the blade type?,Straight,sharp,False
82/8241ff50.jpg,What is in the image?,Marker,red and white object,False
82/8241ff50.jpg,What color is the marker?,Red,red and white,False
82/8241ff50.jpg,What is the shape?,Cylinder,square,False
ca/ca01cb6b.jpg,What is shown?,Light,shadow,False
ca/ca01cb6b.jpg,What color is it?,White,white,True
ca/ca01cb6b.jpg,What shape is it?,Square,square,True
a6/a6423b42.jpg,What is shown?,Pen,glass,False
a6/a6423b42.jpg,What color is it?,Black,black,True
a6/a6423b42.jpg,What is the tip made of?,Metal,plastic,False
7e/7ee6a1c1.jpg,What is shown?,Meter,phone,False
7e/7ee6a1c1.jpg,What color is it?,Black,black,True
7e/7ee6a1c1.jpg,What is attached?,Cord,phone,False
4d/4de92701.jpg,What is depicted?,Duster,man ' s shadow,False
4d/4de92701.jpg,What color is the handle?,Blue,white,False
4d/4de92701.jpg,What is the head's shape?,Oval,round,False
a2/a2a2eeb5.jpg,What is depicted?,Glass,glass,True
a2/a2a2eeb5.jpg,What is its transparency?,Clear,glass,False
a2/a2a2eeb5.jpg,What is the cup's shape?,Cylinder,round,False
02/02608462.jpg,What is in the image?,Tawa,man,False
02/02608462.jpg,What color is it?,Black,white,False
02/02608462.jpg,What is its shape?,Round,man,False
cf/cf53dcef.jpg,What is in the image?,Sheets,man,False
cf/cf53dcef.jpg,What color are the sheets?,White,white,True
cf/cf53dcef.jpg,What shape are the sheets?,Rectangular,square,False
f3/f364f6d4.jpg,What is depicted?,Foil,hand,False
f3/f364f6d4.jpg,What color is the box?,Blue,white,False
f3/f364f6d4.jpg,What is the box's shape?,Rectangle,rectangle,True
11/11160dbc.jpg,What is in the image?,tube,toothpaste,False
11/11160dbc.jpg,What color is it?,Teal,blue,False
11/11160dbc.jpg,What is the container made of?,Plastic,plastic,True
20/2020a01e.jpg,What is depicted?,Bulb,hand,False
20/2020a01e.jpg,What color is it?,White,white,True
20/2020a01e.jpg,What is its shape?,Round,circle,False
01/01c6de79.jpg,What is shown in the image?,Ingredients,wire,False
01/01c6de79.jpg,What color is the text?,Black,black,True
01/01c6de79.jpg,What is the text about?,Spinach,end polio,False
18/18913436.jpg,What is depicted?,Sheets,man ' s torso,False
18/18913436.jpg,What color are the sheets?,White,white,True
18/18913436.jpg,What is the apparent texture?,Smooth,smooth,True
6a/6a2372b2.jpg,What is shown?,Cups,hand,False
6a/6a2372b2.jpg,What color are they?,Pink,pink,True
6a/6a2372b2.jpg,What are they made of?,Silicone,paper,False
aa/aa0af08d.jpg,What is shown?,Ingredients,words,False
aa/aa0af08d.jpg,What word is shown first?,Ingredients,ingredients,True
aa/aa0af08d.jpg,What is the key ingredient?,Chamomile,carrots,False
49/498da308.jpg,What is in the image?,Filter,man,False
49/498da308.jpg,What color is it?,White,white,True
49/498da308.jpg,What shape is it?,Cylinder,rectangle,False
d5/d5b66c1c.jpg,What is in the image?,Kadai,man,False
d5/d5b66c1c.jpg,What color is it?,Black,white,False
d5/d5b66c1c.jpg,What is its shape?,Round,man,False
7e/7ec56712.jpg,What is the main item?,Stone,book,False
7e/7ec56712.jpg,What color is it?,Pink,red,False
7e/7ec56712.jpg,What is the base made of?,Bamboo,concrete,False
0b/0bca775c.jpg,What is in the image?,Container,man,False
0b/0bca775c.jpg,What color is it?,White,white,True
0b/0bca775c.jpg,How many are shown?,One,1,True
23/231a737f.jpg,What is depicted?,Duster,white ball,False
23/231a737f.jpg,What color is the handle?,Blue,blue,True
23/231a737f.jpg,What is the head made of?,Microfiber,plastic,False
b5/b536e9cc.jpg,What is in the image?,Grater,kitchen,False
b5/b536e9cc.jpg,What color is the handle?,Black,green,False
b5/b536e9cc.jpg,What is the grater made of?,Metal,metal,True
37/37323196.jpg,What is in the image?,Foil,man,False
37/37323196.jpg,What color is it?,Silver,white,False
37/37323196.jpg,What is it made of?,Aluminum,plastic,False
1f/1f325e53.jpg,What is in the image?,Boxes,toothbrush,False
1f/1f325e53.jpg,What color is the lid?,Blue,white,False
1f/1f325e53.jpg,How many boxes are shown?,Four,1,False
90/90cad270.jpg,What is depicted?,Clip,shadow,False
90/90cad270.jpg,What color are they?,Silver,black,False
90/90cad270.jpg,What is the object's shape?,Oval,hand,False
15/1590a077.jpg,What is in the image?,Container,container,True
15/1590a077.jpg,What color is the lid?,Blue,blue,True
15/1590a077.jpg,What is the container made of?,Plastic,plastic,True
38/3855f2df.jpg,What is in the image?,Binder,measuring tape,False
38/3855f2df.jpg,What color is it?,Blue,blue,True
38/3855f2df.jpg,How many are shown?,One,2,False
89/8995c94a.jpg,What is depicted?,Binder,man ' s torso,False
89/8995c94a.jpg,What color is it?,Green,green,True
89/8995c94a.jpg,How many are shown?,One,1,True
37/37229ca3.jpg,What is in the image?,Container,medicine,False
37/37229ca3.jpg,What color is it?,Yellow,yellow,True
37/37229ca3.jpg,What is the container made of?,Plastic,glass,False
b3/b35bc449.jpg,What is in the image?,Multimeter,phone,False
b3/b35bc449.jpg,What color is it?,Black,white,False
b3/b35bc449.jpg,What is attached?,Leads,phone,False
fc/fc472806.jpg,What is shown?,Highlighter,green and black object,False
fc/fc472806.jpg,What color is it?,Green,green,True
fc/fc472806.jpg,What is the cap?,Black,green,False
58/58e3fcad.jpg,What item is visible?,Glass,glass,True
58/58e3fcad.jpg,What is the primary color?,Clear,white,False
58/58e3fcad.jpg,How many items are present?,One,4,False
d9/d96d1404.jpg,What is in the image?,Container,man,False
d9/d96d1404.jpg,What color is it?,White,white,True
d9/d96d1404.jpg,What shape is the container?,Square,rectangle,False
99/99c593ba.jpg,What is in the image?,Lights,donut,False
99/99c593ba.jpg,What color are the lights?,Copper,red,False
99/99c593ba.jpg,What shape is the light?,Circle,circle,True
15/1578f24f.jpg,What is in the image?,Tray,man,False
15/1578f24f.jpg,What color is it?,White,white,True
15/1578f24f.jpg,What shape is it?,Rectangular,rectangle,False
37/37581ec3.jpg,What is in the image?,Binder,red bar,False
37/37581ec3.jpg,What color is it?,Red,red,True
37/37581ec3.jpg,How many are shown?,One,1,True
33/33941b87.jpg,What is in the image?,Bulb,clock,False
33/33941b87.jpg,What color is it?,White,white,True
33/33941b87.jpg,What is its shape?,Candle,hand,False
69/6991ece8.jpg,What is depicted?,Bulb,hand holding light bulb,False
69/6991ece8.jpg,What is its color?,Clear,white,False
69/6991ece8.jpg,What is its shape?,Round,hand,False
50/5022586f.jpg,What is depicted?,Rack,hand holding bar,False
50/5022586f.jpg,What color is it?,Black,white,False
50/5022586f.jpg,How many layers?,Three,2,False
0e/0e00b1c1.jpg,What is in the image?,Soap,blurry,False
0e/0e00b1c1.jpg,What color is it?,Beige,white,False
0e/0e00b1c1.jpg,What is its texture?,Oily,blurry,False
79/79f94c21.jpg,What is in the image?,Wood,dog,False
79/79f94c21.jpg,What color is it?,Brown,brown,True
79/79f94c21.jpg,What is the texture?,Wood,wood grain,False
2c/2c195660.jpg,What is pictured?,Bulb,person,False
2c/2c195660.jpg,What color is it?,White,white,True
2c/2c195660.jpg,What is its shape?,Cone,hand,False
03/03275353.jpg,What is in the image?,Lights,person,False
03/03275353.jpg,What color are the lights?,Copper,red,False
03/03275353.jpg,What is the shape?,Circle,circle,True
12/12932fb6.jpg,What is shown?,Bulb,light bulb,False
12/12932fb6.jpg,What color is it?,White,white,True
12/12932fb6.jpg,What shape is it?,Round,round,True
a8/a8ba6d27.jpg,What is in the image?,Cup,cup,True
a8/a8ba6d27.jpg,What color is it?,White,white,True
a8/a8ba6d27.jpg,What is its shape?,Round,hand,False
41/415cd617.jpg,What is shown?,Box,man,False
41/415cd617.jpg,What color is it?,White,white,True
41/415cd617.jpg,What is its shape?,Rectangular,man,False
1c/1cd4f1fd.jpg,What is in the image?,Sticks,hand,False
1c/1cd4f1fd.jpg,What color is the packaging?,Green,white,False
1c/1cd4f1fd.jpg,What is the packaging shape?,Rectangular,rectangle,False
c4/c4243c04.jpg,What is in the image?,Jars,man,False
c4/c4243c04.jpg,What is the primary color?,Clear,white,False
c4/c4243c04.jpg,What is it made of?,Glass,wood,False
60/60822bf7.jpg,What is in the image?,Cheese,hand,False
60/60822bf7.jpg,What color is the cheese?,Orange,yellow,False
60/60822bf7.jpg,What shape is the package?,Rectangle,rectangle,True
e2/e273609b.jpg,What is in the image?,Massager,kite,False
e2/e273609b.jpg,What color is it?,White,white,True
e2/e273609b.jpg,What is the shape?,Curved,bird,False
8b/8b866b74.jpg,What is shown?,Fork,fork,True
8b/8b866b74.jpg,What color is it?,White,white,True
8b/8b866b74.jpg,What is it made of?,Plastic,plastic,True
75/750689f2.jpg,What is in the image?,Bulb,lamp,False
75/750689f2.jpg,What shape is it?,Cone,round,False
75/750689f2.jpg,What is its primary color?,White,white,True
f6/f6fc6f0c.jpg,What is in the image?,Chair,chair,True
f6/f6fc6f0c.jpg,What color is it?,Brown,black,False
f6/f6fc6f0c.jpg,How many are shown?,One,1,True
c3/c3abe748.jpg,What is depicted?,Folder,hand,False
c3/c3abe748.jpg,What color is it?,Black,white,False
c3/c3abe748.jpg,What is its shape?,Rectangle,rectangle,True
9a/9ad51c69.jpg,What is in the image?,Table,white cabinet,False
9a/9ad51c69.jpg,What color is it?,White,white,True
9a/9ad51c69.jpg,What is the shape?,Rectangular,square,False
20/20c0fec5.jpg,What is in the image?,Tampons,three white and yellow boxes,False
20/20c0fec5.jpg,What color are they?,Yellow,yellow and white,False
20/20c0fec5.jpg,How many are there?,Five,3,False
c5/c5395f43.jpg,What is in the image?,Cheese,coffee,False
c5/c5395f43.jpg,What color is the container?,White,white,True
c5/c5395f43.jpg,What is the cheese?,Blue,mozzarella,False
34/34e966af.jpg,What is depicted?,Bin,person standing,False
34/34e966af.jpg,What color is it?,Silver,white,False
34/34e966af.jpg,What shape is the bin?,Rectangular,rectangular,True
f0/f0474d30.jpg,What is in the image?,Brush,man with toothbrush,False
f0/f0474d30.jpg,What color is the handle?,Black,black,True
f0/f0474d30.jpg,What is the brush made of?,Bristles,plastic,False
09/0904e315.jpg,What is in the image?,Bulb,light bulb,False
09/0904e315.jpg,What color is it?,White,white,True
09/0904e315.jpg,What shape is it?,Round,round,True
d8/d82ee6b7.jpg,What is depicted?,Pitcher,man ' s body,False
d8/d82ee6b7.jpg,What color is it?,Clear,white,False
d8/d82ee6b7.jpg,What is its shape?,Bottle,man,False
62/6241d730.jpg,What is in the image?,Container,clock,False
62/6241d730.jpg,What color is the container?,Red,red,True
62/6241d730.jpg,What is the container made of?,Metal,plastic,False
7c/7c6484e6.jpg,What is in the image?,Stapler,scissors,False
7c/7c6484e6.jpg,What color is it?,Black,black,True
7c/7c6484e6.jpg,What is its shape?,Rectangular,hand,False
fc/fc159fae.jpg,What is in the image?,Brush,toothbrush,False
fc/fc159fae.jpg,What color is the handle?,Green,green,True
fc/fc159fae.jpg,How many brushes are shown?,One,2,False
f1/f1bb760e.jpg,What is depicted?,Pencil,hand,False
f1/f1bb760e.jpg,What color is it?,Red,white,False
f1/f1bb760e.jpg,How many are shown?,One,1,True
6c/6c2d2060.jpg,What is in the image?,Battery,hand,False
6c/6c2d2060.jpg,What color is it?,Silver,gray,False
6c/6c2d2060.jpg,How many are shown?,One,1,True
7d/7d45b927.jpg,What is in the image?,Stone,tall pole,False
7d/7d45b927.jpg,What color is it?,Gray,white,False
7d/7d45b927.jpg,What is it sitting on?,Hand,ground,False
4d/4dd06ca2.jpg,What is in the image?,Bulb,lamp,False
4d/4dd06ca2.jpg,What is the shape?,Round,hand,False
4d/4dd06ca2.jpg,What color is it?,White,white,True
55/55d6744e.jpg,What is in the image?,bar,metal bar,False
55/55d6744e.jpg,What color is it?,silver,silver,True
55/55d6744e.jpg,What is it made of?,metal,metal,True
57/5708e5c8.jpg,What is depicted?,Chair,pillow,False
57/5708e5c8.jpg,What color is it?,Beige,white,False
57/5708e5c8.jpg,How many chairs are shown?,One,1,True
99/9977f64f.jpg,What is in the image?,Crisp,hand,False
99/9977f64f.jpg,What color is it?,Green,yellow,False
99/9977f64f.jpg,What shape is it?,Rectangle,hand,False
8b/8b486736.jpg,What is in the image?,Cleaner,hand,False
8b/8b486736.jpg,What color is the packaging?,Yellow,white,False
8b/8b486736.jpg,What shape is the package?,Packet,square,False
1e/1e5d2875.jpg,What is in the image?,Filter,bottle,False
1e/1e5d2875.jpg,What color is it?,White,white,True
1e/1e5d2875.jpg,How many are shown?,One,2,False
c5/c5a62239.jpg,What's pictured?,Marker,pen,False
c5/c5a62239.jpg,What color is it?,Orange,orange,True
c5/c5a62239.jpg,What's the tip like?,Chisel,sharp,False
1e/1e9d9f4e.jpg,What is in the image?,Chair,mouse,False
1e/1e9d9f4e.jpg,What color is it?,White,white,True
1e/1e9d9f4e.jpg,How many chairs are shown?,One,one,True
30/30ec4819.jpg,What is shown?,Chip,shadow,False
30/30ec4819.jpg,What color is it?,Yellow,yellow,True
30/30ec4819.jpg,What shape is it?,Oval,round,False
5d/5d92fb16.jpg,What is pictured?,Bottle,medicine,False
5d/5d92fb16.jpg,What color is the bottle?,White,white,True
5d/5d92fb16.jpg,What shape is the bottle?,Cylinder,square,False
10/1070ccc2.jpg,What is depicted?,Pacifier,hand,False
10/1070ccc2.jpg,What color is it?,Green,blue,False
10/1070ccc2.jpg,How many are shown?,One,1,True
62/62aaf87a.jpg,What is depicted?,Glass,glass,True
62/62aaf87a.jpg,What is the cup's primary color?,Clear,clear,True
62/62aaf87a.jpg,What material is shown?,Glass,glass,True
7e/7e63da06.jpg,What is depicted?,Cover,clock,False
7e/7e63da06.jpg,What color is it?,Black,black and white,False
7e/7e63da06.jpg,What is its shape?,Cuboid,square,False
c4/c4d9b0bf.jpg,What is in the image?,Table,clock,False
c4/c4d9b0bf.jpg,What shape is the top?,Round,round,True
c4/c4d9b0bf.jpg,What color is it?,Oak,brown,False
5d/5d4d3e4b.jpg,What is depicted in the image?,Box,man,False
5d/5d4d3e4b.jpg,What color is the box?,White,white,True
